5:4:z;14:9:x;7:14:r;6:9:a;5:2:i;14:12:t
7:2:a;14:5:g;8:11:n;2:2:j;4:6:n;11:13:x
0:7:o;12:6:m;7:12:m;4:0:o;2:9:f;13:12:a
6:1:p;13:3:h;4:14:r;4:5:m;2:8:j;13:10:p
7:8:p;10:5:a;6:14:d;7:2:n;0:5:u;13:14:b
0:8:n;12:0:x;3:11:f;3:5:q;3:1:n;14:13:j
5:3:p;14:4:r;8:12:g;1:3:q;5:1:y;11:11:r
2:5:b;14:3:m;6:14:d;6:6:k;5:1:o;10:14:j
0:4:u;12:5:a;3:10:g;4:3:r;8:5:q;13:13:m
0:3:t;13:6:y;0:10:d;9:9:k;2:8:p;13:14:o
6:9:s;14:1:t;7:10:b;9:2:b;2:2:u;11:10:v
3:8:l;14:8:a;8:13:a;8:8:j;2:1:g;10:10:m
8:7:a;12:6:z;1:10:i;1:7:e;7:2:k;14:13:o
8:6:k;14:6:r;3:14:c;7:7:t;0:9:m;13:11:u
0:1:e;13:0:m;5:12:k;5:9:q;9:5:z;14:12:s
3:1:g;11:9:n;7:12:m;7:3:x;9:7:h;13:10:l
9:8:o;14:2:q;0:14:p;1:7:f;3:3:e;13:13:a
2:6:o;14:6:y;0:13:c;5:5:j;6:9:r;14:11:p
0:3:h;12:9:h;4:10:w;9:6:w;4:1:b;12:13:f
1:8:q;10:4:m;9:12:k;2:5:m;8:0:z;12:13:o
4:7:a;11:1:l;3:12:a;6:6:m;2:6:y;11:11:n
9:7:o;13:9:j;3:14:c;8:8:m;6:4:g;13:11:y
4:7:g;13:8:d;9:11:d;8:2:e;8:6:k;10:14:o
3:1:v;13:7:h;2:13:s;5:5:k;9:9:p;11:12:m
9:8:z;12:7:q;3:14:w;8:4:y;5:9:k;12:12:v
0:0:v;11:6:q;4:10:y;3:4:h;7:7:s;13:10:h
4:9:a;10:4:i;4:10:b;1:1:m;6:2:p;14:12:o
3:3:l;14:3:x;1:11:s;2:4:n;2:9:s;10:13:g
1:1:f;13:4:y;4:12:j;3:8:y;2:0:k;11:11:k
7:8:i;10:8:i;8:11:o;2:0:k;9:5:v;13:10:d
8:7:o;11:9:h;5:13:x;1:8:p;9:2:e;12:10:c
9:8:f;14:5:y;2:14:g;2:1:p;9:8:e;13:14:e
8:4:y;12:6:a;1:12:v;6:5:n;6:2:t;10:12:y
4:0:r;13:8:q;2:13:l;2:8:c;8:9:y;10:13:n
4:6:m;11:3:y;6:13:h;5:6:m;3:7:k;12:11:t
3:9:t;11:3:c;9:12:j;4:8:w;0:4:r;11:13:g
5:2:q;13:8:n;6:11:b;7:7:p;3:6:p;10:13:i
0:1:s;10:9:z;7:12:x;5:2:t;7:7:c;12:10:x
6:0:n;11:6:o;8:12:e;5:9:i;4:0:o;12:10:y
2:8:g;11:9:m;2:10:r;4:5:p;2:6:o;10:12:e
3:4:q;13:5:w;4:10:b;0:9:j;9:8:c;14:14:x
7:4:y;11:8:l;2:10:q;2:2:w;7:7:i;14:13:z
0:2:u;13:7:w;8:13:q;1:0:m;9:5:b;10:12:g
8:5:z;14:4:t;8:14:v;3:2:f;9:9:x;10:14:x
1:8:g;11:8:c;2:12:n;9:6:e;2:9:p;10:14:q
0:8:r;12:6:e;3:12:c;6:5:v;3:9:b;10:10:b
6:7:j;11:9:c;0:11:a;2:7:x;3:2:f;12:13:q
2:6:w;10:6:y;4:14:p;3:4:d;2:2:n;14:14:l
2:8:v;10:9:o;4:11:x;1:2:e;2:7:h;11:11:l
5:8:q;11:3:v;0:14:k;8:1:g;8:1:z;14:11:m
9:8:k;10:2:n;8:12:x;5:6:d;4:3:k;12:13:z
2:5:z;11:0:x;2:13:k;9:2:u;3:9:k;13:13:f
1:3:b;11:0:i;7:14:c;1:3:z;0:2:k;14:12:x
8:1:v;14:2:e;4:11:j;7:5:u;4:3:p;14:12:a
3:6:o;14:1:p;9:11:r;4:4:h;7:2:q;13:11:n
6:4:c;13:8:y;1:13:z;1:4:r;8:0:t;12:13:i
3:4:l;11:3:q;8:11:y;9:6:p;1:7:b;11:14:g
3:7:o;13:9:r;5:10:p;2:1:f;5:8:l;11:14:l
5:1:f;14:6:o;3:10:f;7:0:l;0:1:b;10:14:u
1:0:m;10:7:g;4:14:x;1:5:u;1:5:k;12:10:q
9:7:t;12:3:r;3:10:r;1:8:n;7:7:m;12:14:o
2:0:r;13:6:w;0:14:d;8:2:a;9:1:c;13:14:c
7:1:e;10:7:b;8:10:o;0:6:m;8:3:g;12:11:w
6:9:p;12:8:v;5:14:x;2:8:u;0:5:e;14:10:l
8:2:v;13:9:l;3:14:z;7:7:m;8:3:b;10:10:p
7:6:p;12:7:a;0:14:d;5:8:y;8:0:y;11:14:w
8:3:t;14:9:s;2:13:f;9:7:k;5:6:t;13:11:m
3:6:u;10:5:u;3:11:s;6:6:k;9:6:d;14:11:o
5:8:d;11:9:v;9:10:d;9:6:r;6:0:h;12:10:r
2:3:f;14:8:g;5:10:f;9:4:t;0:4:v;13:14:e
6:9:x;10:8:y;6:12:y;9:4:u;3:5:i;11:12:k
1:5:z;14:8:d;6:12:y;5:2:m;5:6:l;12:12:x
9:5:e;10:2:j;2:13:i;9:7:s;7:7:l;11:11:t
0:2:c;10:2:j;8:10:j;6:7:y;8:8:h;10:14:z
1:6:n;13:2:y;8:12:c;2:1:h;6:1:o;11:13:x
5:9:w;14:8:p;0:12:n;0:7:y;5:9:r;14:14:o
6:1:v;10:0:u;5:10:y;6:5:j;9:1:h;12:10:n
2:1:x;13:6:j;1:12:b;3:8:d;3:7:p;13:10:e
2:0:i;14:2:n;5:13:s;1:5:q;3:8:s;14:11:y
2:4:q;13:7:q;8:12:y;7:2:o;2:6:q;14:14:r
8:2:p;12:7:i;8:12:z;0:9:w;1:4:k;10:10:u
2:1:g;10:7:k;7:14:s;0:4:r;9:2:c;10:11:w
0:2:k;12:5:h;8:10:s;0:1:o;8:9:q;13:12:h
1:0:o;13:4:y;0:11:r;3:9:n;8:5:q;12:10:q
1:1:c;10:4:e;8:11:o;6:7:o;8:1:d;12:12:u
0:4:l;12:8:o;3:10:d;7:8:h;0:4:j;13:12:p
9:3:w;13:1:u;6:11:k;2:6:t;7:4:q;11:11:p
4:7:b;12:9:c;1:10:y;8:1:j;9:9:i;12:10:l
7:1:f;14:1:o;0:11:r;0:1:t;7:0:y;12:11:a
0:9:f;12:1:p;2:14:w;2:5:s;4:3:q;12:11:i
9:3:q;12:7:n;1:14:t;5:0:f;9:3:m;13:14:k
1:4:o;13:2:r;0:11:t;7:0:l;2:3:q;13:10:v
2:1:d;12:1:n;7:10:f;8:9:a;1:1:u;13:12:w
9:4:l;11:4:e;1:10:a;7:6:n;9:0:a;14:14:c
7:7:i;11:7:z;4:14:v;7:9:y;7:4:y;13:11:e
8:5:n;12:8:j;5:14:z;6:3:z;2:7:x;11:10:u
7:7:x;10:4:u;7:14:g;6:7:v;8:8:c;10:11:q
9:9:u;11:5:c;1:12:d;0:6:q;9:0:a;14:10:y
0:2:x;12:5:i;4:12:e;9:1:s;0:2:j;14:11:b
4:0:y;10:4:e;8:13:y;5:8:u;2:5:m;11:11:g
9:0:x;13:1:s;9:11:c;8:9:x;2:9:b;12:13:c
5:6:x;11:6:r;4:13:l;7:4:p;7:0:t;10:11:o
9:9:o;10:6:b;2:12:i;4:0:n;7:8:l;11:13:q
6:8:t;11:6:u;2:12:s;7:4:m;6:6:z;13:14:m
9:0:i;10:6:f;6:14:g;5:3:h;0:9:w;11:12:m
1:2:h;12:1:j;7:12:f;1:0:g;3:8:i;10:10:j
7:2:n;13:9:f;0:11:j;3:7:e;0:2:x;13:11:k
5:1:g;10:0:f;0:11:w;9:8:n;0:2:s;14:11:n
0:6:v;12:8:r;8:14:w;4:6:n;2:0:s;10:12:j
3:2:u;12:7:r;0:11:u;6:8:k;6:4:t;13:11:v
3:9:y;11:6:h;2:12:u;1:5:t;5:4:p;10:14:m
8:6:b;14:2:a;8:13:r;6:8:u;3:2:f;13:10:j
4:0:g;13:6:o;3:14:p;7:0:r;9:5:d;11:14:v
4:2:w;12:6:o;2:11:b;4:7:f;7:4:x;11:12:x
1:1:u;13:2:q;7:12:v;4:0:o;4:7:u;10:13:h
5:6:r;14:5:l;9:10:o;3:1:b;1:4:j;10:12:w
6:0:m;11:4:r;5:13:d;2:8:t;6:8:m;11:13:t
3:2:c;12:5:r;9:10:i;4:7:w;1:4:y;10:13:s
1:6:u;12:9:v;0:13:x;4:4:s;8:6:b;14:13:p
6:0:e;10:8:x;6:13:x;2:5:a;3:8:q;10:13:j
1:9:e;13:5:x;2:12:d;9:2:d;7:2:g;12:12:w
7:6:b;11:2:v;0:13:e;2:0:a;5:2:n;11:14:f
8:6:n;10:5:j;9:13:e;4:2:d;3:6:n;11:13:j
3:3:w;13:6:p;2:12:n;5:1:v;5:3:w;12:13:w
3:1:z;10:0:p;4:11:e;5:2:i;4:3:w;13:11:m
2:2:b;12:6:f;1:13:z;6:8:h;5:9:j;13:10:x
7:0:i;13:5:o;9:10:y;2:2:v;8:1:c;13:10:h
8:5:k;11:0:f;8:12:t;8:1:v;3:9:e;13:13:z
3:7:o;10:4:c;2:11:y;9:8:r;3:3:r;11:14:c
1:3:v;14:5:j;2:12:x;8:1:u;7:8:e;11:14:q
5:3:b;14:7:y;2:11:z;5:8:o;0:7:o;11:14:j
3:1:z;14:3:n;6:11:l;5:6:w;9:6:y;11:13:t
9:0:y;13:1:l;9:13:v;7:5:u;0:7:w;10:11:a
9:6:t;11:0:j;1:13:j;3:7:s;1:1:c;11:11:b
4:1:d;12:9:n;3:12:t;5:4:q;3:6:e;10:13:t
4:0:j;14:0:e;5:13:x;3:2:a;2:8:p;11:13:y
5:5:l;13:0:q;8:12:v;6:1:e;1:0:l;14:10:a
5:7:r;11:5:r;0:11:u;3:7:z;9:3:e;13:10:v
6:0:o;12:3:p;0:12:p;4:1:i;7:8:l;14:11:e
6:3:d;12:9:h;4:13:m;7:9:i;8:2:m;10:14:d
1:1:c;14:9:a;4:13:r;1:9:v;5:6:y;12:12:z
3:9:p;12:9:o;5:11:g;1:4:r;9:3:s;10:14:v
9:3:b;13:0:c;9:10:y;5:6:t;8:4:d;14:13:s
1:9:r;10:0:u;5:12:v;5:5:s;3:9:q;10:11:r
3:8:i;14:5:z;6:10:d;5:1:m;6:8:p;14:12:v
3:9:r;13:3:l;6:12:t;0:4:u;5:1:w;12:12:n
6:7:a;11:8:p;5:10:s;6:8:g;4:0:s;13:12:n
7:6:t;10:5:i;6:13:k;6:0:q;0:4:i;14:12:u
7:6:n;11:7:g;5:12:p;9:4:x;9:2:s;13:11:k
2:6:b;13:9:g;6:13:g;3:5:k;9:0:c;13:11:b
3:5:f;10:7:n;6:10:g;1:0:i;5:2:v;14:12:o
8:3:n;14:2:r;2:14:q;1:6:g;5:0:n;14:14:w
1:8:v;11:0:o;1:14:d;7:3:r;5:2:h;12:10:i
3:6:c;11:3:u;7:13:h;6:5:j;8:4:o;11:14:a
1:2:s;13:1:m;4:14:z;5:6:d;0:2:q;10:14:r
9:6:v;10:9:m;9:10:i;1:2:d;1:0:p;13:14:b
7:3:c;14:3:z;5:12:e;5:7:t;0:1:e;14:11:t
9:3:x;12:6:u;0:13:x;2:2:e;3:9:z;13:10:o
6:3:e;10:2:y;4:14:d;6:0:e;2:4:m;14:11:i
1:5:j;14:7:z;2:14:p;1:6:b;2:4:o;10:14:o
7:0:q;11:8:z;9:13:q;7:8:l;4:4:m;14:13:i
6:2:d;13:7:t;6:10:h;2:4:e;5:4:p;14:11:a
0:3:j;13:4:q;7:14:m;9:1:h;5:4:g;10:13:b
3:3:b;11:3:c;9:10:e;2:8:x;6:0:b;14:11:p
3:5:g;10:6:f;0:13:c;0:3:n;3:7:p;13:11:c
4:6:l;10:5:b;4:12:m;1:0:y;8:0:m;13:11:s
3:9:h;13:0:i;2:10:g;0:2:f;7:2:l;13:10:p
1:3:d;10:7:k;1:13:x;3:4:v;6:2:p;14:13:v
9:6:y;10:0:i;9:11:a;4:9:b;1:8:b;13:12:z
8:8:w;11:7:e;5:10:u;0:1:i;0:8:l;14:11:m
5:6:e;10:7:o;4:10:u;3:4:m;2:6:c;12:14:q
3:0:s;13:7:i;4:13:r;0:9:x;2:0:o;11:14:k
0:0:m;10:6:t;1:14:p;4:7:t;7:0:g;11:13:d
6:9:c;14:4:a;1:13:o;9:3:y;8:3:q;10:13:v
3:5:y;14:7:s;2:10:u;0:0:w;1:7:v;12:10:k
6:8:o;11:1:y;6:14:a;0:0:x;1:6:h;14:11:z
3:8:v;12:1:n;0:11:g;8:3:e;8:5:z;13:13:i
1:6:k;10:8:s;5:11:r;5:4:m;4:0:c;12:14:u
7:1:o;10:1:s;3:10:n;6:8:c;7:6:m;10:13:z
0:2:x;14:1:u;7:11:q;2:3:g;8:6:w;14:14:n
9:3:i;10:4:a;4:14:w;5:4:k;1:5:j;11:13:v
3:0:x;13:8:s;7:10:h;6:3:u;6:9:q;13:11:g
9:5:z;14:7:w;0:12:m;8:0:l;5:2:p;11:10:j
3:0:g;14:2:h;3:11:c;1:4:q;6:0:g;10:13:z
0:0:i;12:5:v;2:14:v;8:4:t;3:4:g;13:11:r
0:5:m;12:8:x;4:10:q;6:1:y;9:3:c;11:10:g
9:9:r;10:1:w;1:13:d;6:8:t;3:5:o;11:14:t
4:2:z;10:6:h;1:12:k;3:2:k;1:7:d;14:13:d
7:4:l;13:4:m;1:12:c;3:9:r;6:1:w;14:10:j
5:1:b;12:1:q;5:12:a;4:3:t;8:3:k;14:12:o
7:4:f;13:6:l;6:14:m;2:6:p;6:9:v;12:14:e
4:9:f;13:1:p;3:10:k;8:0:n;9:7:o;14:13:y
3:8:s;12:5:q;0:10:i;5:3:c;4:5:n;14:14:c
8:7:w;13:3:y;5:13:z;6:3:x;8:4:r;10:10:o
7:3:o;10:3:c;7:13:q;7:5:w;6:4:t;12:10:r
0:7:g;10:6:y;0:12:d;7:0:o;4:3:u;11:10:r
9:7:l;10:8:v;1:10:j;3:0:v;3:5:h;10:13:k
5:3:t;14:8:y;0:11:r;2:3:y;2:4:x;13:10:p
4:8:t;13:8:c;4:14:k;1:0:r;1:5:j;10:10:l
3:5:l;13:1:h;4:11:c;9:7:i;2:9:y;10:14:v
3:9:z;10:1:c;0:13:h;5:2:r;8:2:n;12:13:w
1:1:s;12:4:a;1:14:g;4:0:m;4:0:d;14:12:b
9:9:s;12:4:g;2:14:f;1:8:v;2:0:m;12:11:z
5:2:h;14:9:z;9:11:c;5:1:t;9:1:s;13:12:z
9:5:i;14:5:f;3:11:g;7:9:f;7:0:p;14:13:a
9:9:w;14:5:r;0:13:m;2:5:o;7:3:m;13:11:s
1:6:o;10:5:p;9:11:p;8:0:j;6:2:v;14:13:v
9:7:o;13:9:d;7:14:d;1:4:p;5:0:n;14:13:t
3:3:u;12:1:u;7:12:p;9:8:i;8:3:f;11:12:q
6:6:e;10:0:t;9:10:l;8:7:e;6:4:u;14:11:v
3:6:s;14:7:j;6:14:a;6:0:w;0:1:o;10:11:c
1:3:o;11:1:l;0:13:s;9:2:a;5:8:n;13:14:k
4:7:w;10:9:z;9:14:a;8:5:x;1:2:b;11:12:y
4:0:x;12:0:q;8:11:s;2:7:p;8:8:l;14:11:l
8:2:z;13:8:y;0:10:e;0:5:q;7:0:k;11:12:x
7:1:f;10:6:p;5:13:l;6:6:w;7:5:b;14:10:a
3:1:a;14:4:n;0:14:z;6:3:p;9:5:o;13:13:y
2:0:u;14:2:n;3:13:q;4:9:v;1:8:g;14:11:v
5:4:c;10:0:s;9:11:w;3:1:u;4:6:m;11:14:k
7:3:m;14:1:u;9:14:e;9:6:t;1:8:k;12:13:x
2:0:r;14:9:t;2:12:f;4:4:s;8:0:x;11:10:w
8:4:w;10:7:u;5:10:n;4:6:i;7:4:h;12:12:u
1:1:w;11:1:m;4:13:f;9:1:e;2:9:t;14:11:h
4:4:a;12:0:c;4:11:w;0:8:n;4:7:a;10:13:g
3:8:e;13:4:o;9:11:u;3:8:l;8:1:w;13:13:c
0:3:c;11:9:f;2:13:z;4:9:h;3:2:h;10:13:e
4:1:e;12:0:b;3:10:s;8:8:s;2:4:b;12:13:c
8:6:i;11:2:q;3:14:a;5:2:l;4:3:y;10:11:k
6:6:a;14:1:h;8:13:x;2:4:q;1:2:w;12:14:h
3:4:s;10:3:w;6:10:w;9:4:i;5:6:g;13:14:x
6:8:h;10:1:n;7:14:i;7:4:y;9:5:b;14:11:d
2:3:a;14:3:p;4:14:v;0:8:b;9:4:m;11:12:c
7:6:b;11:6:x;5:13:b;9:2:b;2:1:o;12:10:l
4:3:b;13:2:r;8:12:s;6:8:u;8:0:v;14:14:q
6:8:u;12:9:v;3:12:q;0:6:z;5:7:x;14:14:p
3:6:z;10:1:o;8:12:e;1:6:n;7:2:e;14:11:x
9:2:x;11:3:e;8:10:u;9:6:k;5:0:s;12:13:b
7:6:d;10:6:r;1:14:u;6:2:v;7:1:r;10:13:e
0:3:q;11:7:u;5:14:q;8:6:p;3:9:q;14:14:s
6:3:q;14:4:t;2:11:e;6:7:p;3:2:c;12:14:a
7:7:y;11:4:v;7:10:d;7:9:b;9:2:u;11:14:v
4:4:d;14:3:y;0:12:n;3:5:i;9:9:w;13:14:z
8:9:a;10:7:x;5:12:q;8:4:w;0:1:p;12:10:j
8:4:j;10:9:u;4:13:a;5:7:v;8:3:o;14:10:d
7:8:u;10:7:p;1:12:p;2:4:b;6:7:d;12:11:o
0:7:m;12:1:v;2:13:x;1:2:j;6:3:b;11:11:p
1:6:n;14:7:i;5:11:g;4:9:j;9:9:q;10:10:a
2:9:o;12:9:h;6:11:q;4:1:h;8:8:r;14:13:h
0:9:v;13:7:v;9:12:j;5:8:y;0:0:k;10:11:n
6:7:l;13:1:f;0:10:b;8:5:w;2:9:c;14:10:e
1:7:t;10:5:o;6:11:m;7:7:p;4:2:v;12:10:t
9:3:x;14:8:c;7:12:o;8:6:b;6:9:s;12:11:c
3:2:a;11:7:s;6:12:v;2:1:d;4:6:c;10:12:y
7:6:f;11:9:y;4:12:t;5:6:a;5:0:t;11:14:e
3:7:x;13:2:z;7:12:g;4:2:e;1:1:k;11:13:v
4:0:p;10:9:y;8:14:e;0:8:t;8:0:v;14:11:a
9:4:g;12:7:w;9:13:j;4:1:v;5:3:l;12:11:s
9:3:f;13:9:i;1:11:c;1:7:c;6:2:z;13:12:o
6:2:d;12:2:b;3:14:v;2:8:c;9:6:b;14:11:l
5:3:x;11:3:i;1:10:k;6:6:c;9:3:g;10:12:d
6:8:u;13:1:u;7:10:m;0:3:u;6:4:s;12:11:o
7:6:z;12:4:j;5:11:k;9:7:h;5:4:o;10:12:m
3:0:t;10:4:b;3:12:f;6:1:v;5:4:t;13:11:r
2:1:z;14:4:p;8:14:v;3:6:b;8:4:x;11:12:j
3:5:c;14:1:e;4:13:b;0:7:r;0:6:i;14:12:s
4:8:r;10:9:p;0:10:h;8:5:j;5:8:l;14:10:b
7:5:a;12:6:u;9:12:l;9:2:s;7:9:h;14:11:g
7:4:d;11:2:x;8:14:n;7:8:r;4:1:o;13:11:s
3:7:b;13:3:o;8:14:b;0:3:n;4:6:q;13:12:y
7:2:w;12:8:h;8:14:r;3:6:j;5:8:k;13:13:f
4:4:a;11:0:f;0:13:n;1:2:c;5:6:y;10:11:c
8:0:z;13:8:c;8:10:h;3:9:i;2:6:k;11:13:i
0:5:t;10:9:r;4:13:s;9:2:y;8:0:e;14:11:u
1:1:a;11:4:g;9:13:i;0:7:z;9:6:z;13:14:i
8:9:o;13:4:f;7:10:d;3:4:i;2:5:e;13:11:w
2:5:u;12:7:d;8:10:t;3:3:l;7:7:r;13:12:c
8:9:u;12:7:l;8:13:l;8:7:i;9:1:m;10:14:n
9:6:w;11:3:s;9:13:f;7:5:t;6:2:n;13:14:o
0:1:s;13:9:w;0:14:p;9:9:k;7:5:p;10:10:j
9:0:u;13:0:k;3:13:r;4:7:p;5:7:w;10:10:r
3:4:w;10:9:b;6:12:y;1:7:j;0:2:t;13:14:b
4:8:y;13:2:r;7:11:j;4:1:z;9:1:j;11:10:d
0:9:p;12:3:s;3:12:r;5:1:y;3:1:o;13:14:p
1:7:o;11:7:o;1:13:i;8:4:d;9:1:i;12:11:l
1:3:k;14:1:q;6:13:f;1:0:i;1:3:d;12:10:x
4:9:n;10:1:z;2:10:u;9:4:r;7:1:n;10:13:r
7:8:i;10:7:o;9:14:u;5:0:r;8:3:s;14:11:r
8:4:n;11:6:a;3:14:i;3:4:j;5:9:s;10:11:q
5:1:k;11:2:n;8:14:z;1:9:r;3:5:c;11:12:v
4:6:m;12:7:s;4:12:z;6:0:m;7:5:d;14:11:z
3:5:j;11:6:d;6:11:h;7:1:g;4:7:g;14:12:n
1:3:i;13:9:o;7:14:k;5:3:k;4:3:o;13:10:z
2:0:e;10:3:r;5:12:p;5:8:t;2:6:k;12:14:m
5:3:s;10:6:w;0:10:z;3:8:y;1:3:x;11:11:j
2:3:d;12:1:w;3:12:q;5:1:x;9:7:s;11:11:p
8:1:c;13:1:r;3:13:b;9:8:q;3:4:c;10:11:r
0:9:e;10:2:q;6:12:n;2:1:c;5:4:t;11:13:r
3:1:d;13:7:l;2:12:c;6:5:p;3:0:z;11:10:c
3:5:w;14:1:f;7:14:o;4:2:x;3:1:t;13:13:m
3:9:p;11:1:d;4:11:x;0:7:h;7:7:c;13:10:n
7:7:b;10:5:m;2:13:w;6:2:e;5:0:c;14:14:z
4:9:j;10:3:h;9:13:e;0:9:q;0:2:d;12:11:p
4:5:n;14:7:b;8:11:l;2:2:o;2:3:r;10:11:d
3:7:d;14:6:j;8:11:p;1:1:k;1:7:u;10:14:f
9:7:y;13:8:k;2:12:l;4:5:v;7:6:d;13:13:j
9:5:f;13:9:h;5:11:s;0:0:z;0:6:t;12:11:b
9:5:m;14:7:y;1:10:w;3:9:e;1:3:o;12:12:p
3:9:y;13:3:t;7:12:a;6:4:z;8:9:f;10:13:g
9:8:n;12:0:o;0:14:f;6:6:r;3:5:l;12:13:r
2:9:n;13:7:f;6:14:m;0:7:y;6:5:m;12:11:a
9:1:v;11:9:r;9:10:m;3:7:g;7:8:w;13:11:y
8:1:t;13:0:n;3:13:c;0:7:v;6:1:i;14:10:p
5:2:d;10:0:z;3:13:j;1:9:v;2:5:w;13:11:d
5:5:p;11:9:w;0:12:m;5:9:m;7:3:k;11:13:x
4:9:t;14:5:u;6:10:o;5:2:a;8:5:b;12:13:c
0:4:b;11:5:l;1:11:v;8:6:w;5:9:s;12:14:k
7:5:m;10:7:h;7:10:h;7:2:i;4:0:j;13:10:e
0:1:c;10:6:z;8:11:p;3:1:s;5:1:s;12:11:i
6:7:l;13:9:r;3:10:h;0:7:c;6:7:j;13:14:j
7:3:j;10:6:d;8:12:c;1:2:c;3:9:w;12:14:d
1:9:z;12:9:t;4:12:e;0:9:o;7:2:r;12:13:k
8:8:g;12:4:g;7:13:w;1:0:r;2:3:n;10:11:q
0:8:g;11:9:b;0:11:k;2:1:b;6:0:w;11:13:p
7:7:v;14:9:d;6:11:s;7:1:r;6:5:l;14:11:d
1:8:p;11:6:g;2:10:k;1:8:r;8:6:q;11:10:r
9:8:w;11:6:f;0:11:v;3:1:j;1:8:q;13:13:n
6:9:t;12:4:o;0:10:q;2:1:w;0:4:q;11:14:g
2:0:l;13:3:v;4:14:b;1:9:a;8:9:s;12:10:v
9:7:z;14:8:r;1:10:t;6:2:p;8:3:t;11:11:g
5:3:r;11:8:x;8:13:o;3:2:a;7:9:s;13:14:k
5:9:n;11:4:m;4:11:k;0:5:h;7:3:l;11:14:t
5:6:o;13:9:i;6:12:q;9:8:y;7:1:x;14:11:k
4:3:j;14:4:c;8:11:l;5:0:e;8:6:z;13:11:f
0:3:o;11:6:o;7:11:b;6:3:z;2:2:t;13:12:h
1:3:j;13:8:c;3:11:d;8:6:g;0:5:u;13:11:a
3:8:i;12:9:h;9:10:d;6:9:x;8:1:s;10:10:s
1:3:c;11:7:z;2:11:r;2:5:z;6:7:a;11:12:f
4:7:x;13:2:m;4:13:d;9:3:z;9:5:y;10:12:a
5:0:f;12:9:x;6:12:v;6:1:t;0:3:i;14:11:p
7:1:a;13:2:a;5:14:u;7:2:g;9:8:z;13:13:m
0:1:m;14:5:z;0:10:c;5:8:e;6:2:l;14:12:y
7:0:n;13:1:p;2:11:a;6:9:g;0:2:y;14:14:c
9:4:r;13:0:c;4:10:k;7:3:v;8:8:i;14:14:p
7:5:e;11:5:i;4:13:l;8:2:l;5:6:t;12:13:u
5:3:o;14:5:v;4:11:x;3:2:b;5:1:s;13:11:p
8:0:y;10:2:z;9:11:s;8:3:k;2:1:n;11:12:m
3:2:q;11:0:v;5:13:t;7:1:w;8:3:z;14:13:s
6:8:b;10:9:r;0:14:e;6:9:k;9:4:y;13:14:f
9:9:j;13:0:v;8:11:z;3:4:m;0:7:f;14:11:i
1:0:j;14:3:s;0:14:v;4:2:j;2:3:k;13:12:h
7:4:m;11:3:s;2:10:v;4:3:z;6:8:v;10:14:i
8:1:a;12:8:g;0:14:o;1:3:v;8:5:j;14:13:h
3:8:a;12:5:b;6:11:y;0:3:f;8:4:a;14:12:n
4:2:z;13:6:h;2:12:c;8:3:u;9:2:u;12:10:u
3:4:g;14:9:x;1:11:y;2:5:v;0:1:g;14:12:y
3:7:r;12:2:s;3:13:u;1:8:p;4:5:o;13:11:j
9:7:x;14:2:j;6:14:t;2:9:m;6:2:y;11:13:g
5:6:c;11:2:h;7:10:g;6:7:r;5:4:i;11:11:f
6:4:h;13:3:g;8:10:v;5:9:h;4:5:m;13:13:x
8:8:p;10:2:i;3:13:n;7:6:n;4:5:l;14:13:w
9:5:i;12:8:z;0:13:z;4:8:w;7:7:w;14:13:g
5:5:j;11:4:v;0:14:k;5:7:f;2:4:y;14:11:l
8:0:m;11:5:i;1:13:d;3:4:k;6:9:h;13:13:d
3:6:j;11:0:a;3:12:h;2:5:o;6:7:l;14:13:z
7:6:t;13:7:e;4:12:k;3:6:x;3:8:m;12:13:b
3:9:i;10:8:q;8:12:b;7:6:b;2:0:b;14:12:j
2:7:d;12:0:s;2:14:o;2:2:w;4:9:e;13:12:i
7:5:a;13:8:s;3:10:o;1:8:v;3:6:n;13:12:b
4:4:z;12:8:t;6:10:y;6:7:i;5:0:m;11:12:l
8:5:u;10:8:t;0:11:n;1:5:g;4:5:u;10:11:m
9:0:y;12:2:y;6:10:a;0:0:p;7:1:q;10:14:f
0:5:o;11:1:b;7:10:j;9:9:h;5:5:d;13:11:k
4:7:p;11:3:k;9:10:f;8:9:j;3:6:v;12:11:l
4:8:k;14:3:p;9:14:r;1:0:f;7:0:o;11:12:q
7:9:g;12:5:k;3:13:z;3:7:n;6:4:j;10:14:m
7:5:i;11:0:l;9:12:c;2:2:r;6:8:n;14:13:s
6:6:o;12:1:k;8:14:b;3:9:s;4:2:q;12:12:c
4:7:t;12:1:c;2:10:p;4:4:c;2:2:q;13:10:z
1:0:w;11:2:w;7:11:c;2:5:o;5:9:x;14:14:z
0:6:a;10:5:a;8:12:q;2:4:k;2:8:q;10:10:s
6:8:h;11:8:h;8:10:b;3:4:d;6:7:t;11:11:d
3:3:i;10:6:o;6:14:p;9:3:l;3:9:e;14:14:m
7:9:p;12:2:a;3:10:g;9:6:s;2:6:s;13:14:g
0:9:k;10:8:r;7:10:g;6:6:i;3:2:u;10:13:j
9:5:p;12:1:g;0:10:g;4:0:p;6:0:p;11:10:a
4:7:k;10:2:p;7:12:y;7:7:z;4:5:e;10:12:r
8:2:p;10:6:x;1:11:z;8:6:o;4:0:g;10:11:n
3:4:g;11:0:b;8:10:y;5:9:r;6:3:k;13:10:l
